18756.10 PA_ALPHA
19576.00 H2_s3
20338.00 H2_s2
21661.20 Br_gamma
22935.00 CO_2_0
23227.00 CO_3_1
23448.00 CO_2_1
33000.00 Pa_33
32969.9 Pf_delta
37405.6 Pf_gamma
46537.8 Pf_beta
32350 HI_1-O(5)
46947 H1_0-O(9)
31327.94 O_III
44870.0 Mg_IV
45280.0 Ar_VI
0 23535.00CO_4_2
0 23829.00CO_5_2
